userID,productID,cost,quantity,date,month,year
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,20,2,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,160,5,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,210,7,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,49,1,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,270,9,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,210,7,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,350,7,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,300,6,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,98,2,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,100,10,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,150,5,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,90,9,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,40,2,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,294,6,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,80,8,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,180,9,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,50,5,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,400,8,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,10,1,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,180,9,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,120,4,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,270,9,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,32,1,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,50,5,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,120,6,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,10,1,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,210,7,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,100,2,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,70,7,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,180,6,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,70,7,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,192,6,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,300,6,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,128,4,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,100,10,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,392,8,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,40,4,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,350,7,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,140,7,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,80,4,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,10,1,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,50,5,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,400,8,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,90,9,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,210,7,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,64,2,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,60,3,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,60,6,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,240,8,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,270,9,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,128,4,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,10,1,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,80,8,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,150,3,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,200,10,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,200,4,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,98,2,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,60,2,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,40,2,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,294,6,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,192,6,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,147,3,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,96,3,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,80,8,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,160,5,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,40,4,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,96,3,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,300,6,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,50,5,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,300,10,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,30,1,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,90,3,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,200,10,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,256,8,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,100,5,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,80,8,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,224,7,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,100,10,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,140,7,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,50,5,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,60,3,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,100,10,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,40,4,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,20,1,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,120,6,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,20,2,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,400,8,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,400,8,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,90,3,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,70,7,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,180,9,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,20,1,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,450,9,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,90,9,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,192,6,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,30,1,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,32,1,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,224,7,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,80,8,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,350,7,1,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,500,10,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,250,5,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,180,9,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,224,7,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,50,1,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,64,2,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,160,8,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,490,10,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,20,2,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,49,1,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,320,10,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,450,9,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,10,1,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,40,4,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,150,5,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,160,8,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,250,5,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,196,4,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,10,1,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,441,9,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,40,4,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,10,1,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,196,4,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,180,6,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,50,1,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,60,3,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,180,9,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,100,10,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,120,4,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,100,10,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,90,9,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,96,3,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,320,10,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,490,10,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,392,8,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,96,3,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,20,2,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,80,8,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,400,8,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,70,7,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,20,2,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,50,1,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,30,3,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,40,4,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,128,4,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,441,9,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,20,2,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,30,3,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,120,4,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,30,3,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,20,1,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,150,5,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,10,1,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,120,6,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,210,7,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,100,2,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,210,7,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,30,3,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,490,10,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,250,5,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,70,7,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,300,6,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,30,3,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,245,5,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,20,1,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,180,9,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,80,4,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,10,1,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,90,9,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,60,2,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,500,10,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,300,10,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,288,9,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d14,180,6,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d16,320,10,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d13,40,2,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d17,343,7,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d15,90,9,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d19,80,8,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,300,6,2,1,2018
5d178afd639fe92c9de98d11,5d178afd639fe92c9de98d18,250,5,2,1,2018
